Date,Open,High,Low,Close,Volume
2025-03-14,336.64,344.15,335.65,342.68,32722331
2025-03-17,342.68,343.37,330.49,333.6,32148949
2025-03-18,333.6,346.12,332.58,342.21,44912843
2025-03-19,342.21,360.14,341.67,353.2,66622233
2025-03-20,353.2,358.08,351.12,355.99,34787233
2025-03-21,355.99,357.54,352.43,355.79,25974146
2025-03-24,355.79,356.62,349.26,351.3,56196353
2025-03-25,351.3,352.81,351.24,351.98,74254162
2025-03-26,351.98,361.1,350.56,355.11,26979409
2025-03-27,355.11,357.87,353.31,357.54,31477777
2025-03-28,357.54,359.94,347.98,348.72,32468397
2025-03-31,348.72,351.3,344.33,345.75,60020872
2025-04-01,345.75,347.68,344.85,347.27,28620704
2025-04-02,347.27,350.24,341.88,343.08,65081429
2025-04-03,343.08,353.14,339.02,350.88,47688676
2025-04-04,350.88,356.35,348.43,354.79,71333464
2025-04-07,354.79,356.0,353.05,354.73,30472573
2025-04-08,354.73,355.12,353.74,354.37,35088412
2025-04-09,354.37,356.19,352.98,353.09,50004429
2025-04-10,353.09,354.02,347.62,349.51,25908155
2025-04-11,349.51,350.12,349.2,349.72,34472824
2025-04-14,349.72,354.96,343.38,344.21,30314067
2025-04-15,344.21,348.58,339.97,346.41,44654303
2025-04-16,346.41,350.33,346.27,346.89,74122027
2025-04-17,346.89,350.45,341.56,342.41,45234885
2025-04-18,342.41,342.84,335.92,336.52,31490929
2025-04-21,336.52,344.79,336.47,343.21,29224243
2025-04-22,343.21,348.55,339.42,346.08,58527164
2025-04-23,346.08,347.72,344.95,345.62,32876646
2025-04-24,345.62,352.31,345.03,350.63,73089326
2025-04-25,350.63,356.99,350.42,356.49,40477395
2025-04-28,356.49,368.8,356.41,368.73,44081330
2025-04-29,368.73,369.18,362.51,363.36,25247526
2025-04-30,363.36,369.0,362.34,368.91,44975558
2025-05-01,368.91,370.25,368.33,370.12,54279164
2025-05-02,370.12,377.62,369.39,373.64,57877183
2025-05-05,373.64,378.52,370.1,371.75,74236454
2025-05-06,371.75,377.03,368.62,374.72,57160972
2025-05-07,374.72,385.14,372.06,383.85,61692606
2025-05-08,383.85,384.37,378.43,379.68,51187864
2025-05-09,379.68,379.81,369.02,370.54,54203075
2025-05-12,370.54,373.39,360.04,362.27,59666306
2025-05-13,362.27,363.23,360.78,362.64,30245823
2025-05-14,362.64,367.73,360.05,366.17,56388355
2025-05-15,366.17,368.73,361.15,361.34,64884877
2025-05-16,361.34,361.61,358.56,361.58,51759990
2025-05-19,361.58,362.31,360.71,360.86,28722499
2025-05-20,360.86,361.23,353.77,357.51,35260876
2025-05-21,357.51,363.83,354.64,356.92,48950508
2025-05-22,356.92,358.91,353.3,357.31,55848700
2025-05-23,357.31,358.04,355.29,356.36,62160862
2025-05-26,356.36,360.42,353.53,359.41,25623460
2025-05-27,359.41,363.75,357.72,363.06,58785382
2025-05-28,363.06,363.78,354.18,356.89,48233142
2025-05-29,356.89,357.13,353.62,354.83,73906286
2025-05-30,354.83,355.23,352.97,353.14,47948541
