Date,Open,High,Low,Close,Volume
2025-01-27,175.39,178.61,175.19,178.18,82981770
2025-01-28,178.18,183.38,177.95,182.89,73448888
2025-01-29,182.89,183.64,182.02,183.26,63633551
2025-01-30,183.26,183.55,180.95,182.24,49520495
2025-01-31,182.24,184.7,181.51,184.25,76453792
2025-02-03,184.25,186.5,182.37,185.51,44920893
2025-02-04,185.51,185.9,183.6,183.96,49510445
2025-02-05,183.96,184.69,182.56,182.8,53927257
2025-02-06,182.8,184.58,181.44,182.92,67516265
2025-02-07,182.92,187.23,182.05,184.56,81801379
2025-02-10,184.56,189.97,184.3,189.63,64282056
2025-02-11,189.63,189.8,187.89,188.63,42931769
2025-02-12,188.63,190.14,183.86,183.98,62750418
2025-02-13,183.98,189.61,183.12,187.94,89771134
2025-02-14,187.94,188.35,184.33,184.68,88435468
2025-02-17,184.68,187.15,184.24,186.33,77398778
2025-02-18,186.33,189.56,184.87,189.21,47871636
2025-02-19,189.21,189.54,189.13,189.24,49291248
2025-02-20,189.24,189.88,186.5,186.54,84514365
2025-02-21,186.54,187.8,185.54,187.78,70969075
2025-02-24,187.78,188.26,183.58,185.29,50212959
2025-02-25,185.29,185.41,184.13,184.66,59789292
2025-02-26,184.66,185.21,183.39,183.89,43627155
2025-02-27,183.89,189.97,183.2,187.37,89804822
2025-02-28,187.37,189.11,187.2,188.88,84043208
2025-03-03,188.88,194.78,188.38,194.24,47887341
2025-03-04,194.24,197.24,192.49,196.18,72698815
2025-03-05,196.18,197.62,191.74,191.81,54968937
2025-03-06,191.81,193.36,188.86,189.11,45351798
2025-03-07,189.11,190.63,188.91,190.06,70241491
2025-03-10,190.06,190.56,189.46,189.86,64426592
2025-03-11,189.86,191.08,187.82,188.64,44614923
2025-03-12,188.64,188.92,185.85,187.14,71855668
2025-03-13,187.14,187.43,185.91,187.34,67584021
2025-03-14,187.34,187.39,185.79,187.17,85196428
2025-03-17,187.17,190.78,186.77,189.4,69125478
2025-03-18,189.4,190.54,188.82,190.22,79806115
2025-03-19,190.22,195.97,188.97,194.9,50503826
2025-03-20,194.9,195.38,194.6,195.02,60318869
2025-03-21,195.02,195.35,190.06,190.36,86494050
2025-03-24,190.36,196.19,189.77,194.59,41239318
2025-03-25,194.59,194.65,189.55,190.23,86540794
2025-03-26,190.23,193.26,190.01,191.81,79368725
2025-03-27,191.81,193.02,189.27,190.24,82929662
2025-03-28,190.24,192.47,189.61,191.08,79767274
2025-03-31,191.08,191.7,190.91,191.68,49656489
2025-04-01,191.68,193.03,189.02,189.62,72074086
2025-04-02,189.62,191.35,188.09,189.35,66810786
2025-04-03,189.35,190.65,188.88,190.51,88126715
2025-04-04,190.51,190.55,190.0,190.36,61728187
2025-04-07,190.36,191.01,189.49,190.21,59259771
2025-04-08,190.21,190.73,188.36,188.63,75439264
2025-04-09,188.63,193.92,187.46,193.9,77097503
2025-04-10,193.9,194.25,192.48,193.13,43498690
2025-04-11,193.13,193.72,191.6,192.18,75987713
2025-04-14,192.18,196.63,191.55,196.42,60419645
2025-04-15,196.42,196.8,194.35,194.92,87018183
2025-04-16,194.92,197.54,193.41,196.79,70775745
2025-04-17,196.79,197.73,195.33,195.97,61494407
2025-04-18,195.97,197.09,195.42,196.09,63249409
2025-04-21,196.09,196.28,193.03,194.68,79801238
2025-04-22,194.68,195.8,194.39,195.64,65772600
2025-04-23,195.64,196.16,193.79,194.33,73639783
2025-04-24,194.33,194.41,190.41,190.91,41221269
2025-04-25,190.91,191.98,190.74,191.11,60722050
2025-04-28,191.11,191.45,190.14,190.5,74817712
2025-04-29,190.5,190.52,188.87,188.91,77548223
2025-04-30,188.91,188.96,188.46,188.82,61257309
2025-05-01,188.82,193.21,188.58,191.49,52459913
2025-05-02,191.49,192.01,190.8,191.52,80070830
2025-05-05,191.52,193.5,186.73,188.25,84571296
2025-05-06,188.25,189.16,184.47,185.24,65238908
2025-05-07,185.24,187.53,184.26,186.71,63733721
2025-05-08,186.71,186.74,184.04,184.6,71883071
2025-05-09,184.6,185.87,184.19,184.98,43874167
2025-05-12,184.98,185.11,183.25,183.82,55985478
2025-05-13,183.82,183.92,182.63,182.76,75320957
2025-05-14,182.76,186.92,182.47,186.22,67130557
2025-05-15,186.22,186.48,183.61,185.02,69203970
2025-05-16,185.02,187.95,183.65,187.45,78279728
2025-05-19,187.45,187.51,186.63,187.38,82672397
2025-05-20,187.38,191.27,187.15,190.51,77375783
2025-05-21,190.51,190.81,187.55,187.65,61791798
2025-05-22,187.65,189.99,187.53,189.32,73957094
2025-05-23,189.32,189.58,187.92,188.31,71112848
2025-05-26,188.31,189.4,188.18,188.66,68219599
2025-05-27,188.66,192.16,188.11,191.97,42514231
2025-05-28,191.97,194.41,191.61,194.02,56342290
2025-05-29,194.02,195.06,194.0,194.3,52613576
2025-05-30,194.3,194.43,189.94,190.01,66970952
